MatchID,MapName,Team1,Team2,Team1_Pick,Team1_Win,Team1_Final_Score,Team2_Final_Score,Halfs_Played,Team1_Start_Side,Team1_Half1_Score,Team2_Half1_Score,Team1_Half2_Score,Team2_Half2_Score,Team1_OT_Score,Team2_OT_Score
2366986,Inferno,10254,10831,False,False,9,16,2,CT,4,11,5,5,0,0
2366986,Anubis,10254,10831,True,True,16,12,2,TR,8,7,8,5,0,0
2366986,Overpass,10254,10831,False,True,16,14,2,CT,8,7,8,7,0,0
2366947,Overpass,11883,11283,True,False,8,16,2,TR,6,9,2,7,0,0
2366947,Mirage,11883,11283,False,False,12,16,2,CT,9,6,3,10,0,0
2366807,Vertigo,10621,9215,True,True,16,11,2,TR,10,5,6,6,0,0
2366807,Mirage,10621,9215,False,True,16,13,2,CT,5,10,11,3,0,0
2366946,Overpass,11419,12366,True,True,16,9,2,TR,9,6,7,3,0,0
2366946,Vertigo,11419,12366,False,False,8,16,2,CT,5,10,3,6,0,0
2366946,Ancient,11419,12366,False,False,14,16,2,CT,6,9,8,7,0,0
2366806,Ancient,9215,12334,False,True,16,13,2,CT,7,8,9,5,0,0
2366806,Mirage,9215,12334,True,True,16,11,2,TR,6,9,10,2,0,0
2366882,Ancient,5158,11667,False,True,16,9,2,CT,8,7,8,2,0,0
2366882,Vertigo,5158,11667,True,False,9,16,2,TR,4,11,5,5,0,0
2366882,Nuke,5158,11667,False,True,19,17,2,CT,11,4,4,11,4,2
2366882,Inferno,5158,11667,True,True,16,14,2,TR,8,7,8,7,0,0
2366945,Mirage,10854,12334,True,True,16,14,2,TR,8,7,8,7,0,0
2366945,Ancient,10854,12334,False,False,16,19,2,CT,9,6,6,9,1,4
2366945,Vertigo,10854,12334,False,True,16,12,2,CT,5,10,11,2,0,0
2366728,Nuke,12144,4773,False,False,34,37,2,CT,9,6,6,9,19,22
2366728,Inferno,12144,4773,True,True,16,14,2,TR,11,4,5,10,0,0
2366728,Anubis,12144,4773,False,True,16,11,2,TR,6,9,10,2,0,0
2366955,Inferno,11628,11523,True,True,16,9,2,TR,10,5,6,4,0,0
2366955,Anubis,11628,11523,False,False,1,16,2,TR,1,14,0,2,0,0
2366955,Nuke,11628,11523,False,True,16,13,2,CT,12,3,4,10,0,0
2366805,Mirage,4501,12334,True,True,16,14,2,TR,6,9,10,5,0,0
2366805,Ancient,4501,12334,False,False,13,16,2,CT,9,6,4,10,0,0
2366805,Inferno,4501,12334,False,False,10,16,2,CT,7,8,3,8,0,0
2366727,Vertigo,11837,4773,False,False,11,16,2,CT,9,6,2,10,0,0
2366727,Overpass,11837,4773,True,False,13,16,2,TR,6,9,7,7,0,0
2366129,Vertigo,11251,5973,True,True,16,12,2,CT,7,8,9,4,0,0
2366129,Mirage,11251,5973,False,True,16,6,2,CT,11,4,5,2,0,0
2366726,Mirage,12144,10894,False,False,6,16,2,CT,5,10,1,6,0,0
2366726,Inferno,12144,10894,True,True,16,2,2,TR,13,2,3,0,0,0
2366726,Overpass,12144,10894,False,True,16,12,2,CT,13,2,3,10,0,0
2366954,Nuke,11331,12431,True,False,11,16,2,TR,5,10,6,6,0,0
2366954,Anubis,11331,12431,False,True,16,11,2,TR,8,7,8,4,0,0
2366954,Inferno,11331,12431,False,True,16,11,2,TR,8,7,8,4,0,0
2366944,Inferno,8209,12366,True,True,16,3,2,TR,12,3,4,0,0,0
2366944,Vertigo,8209,12366,False,False,11,16,2,CT,4,11,7,5,0,0
2366944,Ancient,8209,12366,False,True,16,13,2,CT,9,6,7,7,0,0
2366804,Vertigo,10621,9215,True,True,16,8,2,TR,11,4,5,4,0,0
2366804,Mirage,10621,9215,False,True,16,9,2,CT,10,5,6,4,0,0
2366128,Anubis,5005,5995,True,True,16,8,2,CT,9,6,7,2,0,0
2366128,Inferno,5005,5995,False,False,16,19,2,CT,8,7,7,8,1,4
2366128,Ancient,5005,5995,False,False,4,16,2,TR,3,12,1,4,0,0
2366803,Mirage,11811,12334,True,True,16,8,2,TR,8,7,8,1,0,0
2366803,Overpass,11811,12334,False,False,6,16,2,CT,5,10,1,6,0,0
2366803,Ancient,11811,12334,False,False,12,16,2,TR,8,7,4,9,0,0
2366953,Overpass,11523,12431,False,True,16,13,2,CT,8,7,8,6,0,0
2366953,Nuke,11523,12431,True,True,22,20,2,TR,5,10,10,5,7,5
2366802,Inferno,12468,4501,True,False,7,16,2,TR,4,11,3,5,0,0
2366802,Overpass,12468,4501,False,True,16,14,2,CT,6,9,10,5,0,0
2366802,Anubis,12468,4501,False,False,11,16,2,CT,5,10,6,6,0,0
2366127,Anubis,8840,5973,True,False,17,19,2,TR,9,6,6,9,2,4
2366127,Ancient,8840,5973,False,False,13,16,2,CT,10,5,3,11,0,0
2366952,Anubis,11331,11628,False,False,17,19,2,TR,7,8,8,7,2,4
2366952,Mirage,11331,11628,True,False,14,16,2,TR,10,5,4,11,0,0
2366879,Anubis,5158,8193,False,True,16,9,2,CT,8,7,8,2,0,0
2366879,Vertigo,5158,8193,True,True,16,13,2,TR,7,8,9,5,0,0
2366942,Overpass,11883,10973,True,False,7,16,2,TR,5,10,2,6,0,0
2366942,Ancient,11883,10973,False,False,13,16,2,CT,8,7,5,9,0,0
2366958,Overpass,10672,12455,False,True,16,11,2,CT,11,4,5,7,0,0
2366958,Vertigo,10672,12455,True,True,16,9,2,TR,10,5,6,4,0,0
2366878,Mirage,4773,12233,True,True,16,13,2,TR,8,7,8,6,0,0
2366878,Overpass,4773,12233,False,True,19,17,2,CT,6,9,9,6,4,2
2366951,Overpass,12431,12380,True,True,16,9,2,TR,8,7,8,2,0,0
2366951,Ancient,12431,12380,False,False,17,19,2,CT,8,7,7,8,2,4
2366951,Anubis,12431,12380,False,True,16,14,2,TR,9,6,7,8,0,0
2366845,Overpass,12286,11737,False,False,7,16,2,CT,5,10,2,6,0,0
2366845,Ancient,12286,11737,True,False,19,22,2,TR,10,5,5,10,4,7
2366126,Vertigo,11251,5752,True,True,16,6,2,TR,10,5,6,1,0,0
2366126,Overpass,11251,5752,False,True,16,14,2,CT,9,6,7,8,0,0
2366801,Inferno,9215,12468,False,True,16,7,2,CT,9,6,7,1,0,0
2366801,Mirage,9215,12468,True,True,16,12,2,TR,6,9,10,3,0,0
2366941,Ancient,11419,11609,True,False,16,19,2,TR,7,8,8,7,1,4
2366941,Anubis,11419,11609,False,True,16,10,2,TR,7,8,9,2,0,0
2366941,Nuke,11419,11609,False,True,16,6,2,CT,11,4,5,2,0,0
2366844,Ancient,11737,12446,False,False,5,16,2,CT,2,13,3,3,0,0
2366844,Overpass,11737,12446,True,True,19,16,2,TR,9,6,6,9,4,1
2366844,Vertigo,11737,12446,False,True,16,14,2,TR,8,7,8,7,0,0
2366877,Ancient,12233,11837,False,True,16,14,2,CT,6,9,10,5,0,0
2366877,Anubis,12233,11837,True,True,16,14,2,TR,9,6,7,8,0,0
2366125,Inferno,5378,5973,True,False,12,16,2,CT,6,9,6,7,0,0
2366125,Ancient,5378,5973,False,True,16,14,2,CT,7,8,9,6,0,0
2366125,Vertigo,5378,5973,False,True,16,6,2,TR,9,6,7,0,0,0
2366800,Ancient,11811,10621,True,False,14,16,2,TR,7,8,7,8,0,0
2366800,Overpass,11811,10621,False,False,11,16,2,CT,5,10,6,6,0,0
2366950,Anubis,12366,11523,False,False,5,16,2,CT,4,11,1,5,0,0
2366950,Vertigo,12366,11523,True,False,11,16,2,TR,8,7,3,9,0,0
2366940,Anubis,11241,11283,False,False,7,16,2,CT,4,11,3,5,0,0
2366940,Ancient,11241,11283,True,True,16,13,2,TR,6,9,10,4,0,0
2366940,Mirage,11241,11283,False,False,7,16,2,TR,7,8,0,8,0,0
2366799,Inferno,10577,12334,False,False,12,16,2,CT,5,10,7,6,0,0
2366799,Overpass,10577,12334,True,False,12,16,2,TR,6,9,6,7,0,0
2366876,Overpass,10994,4773,True,False,7,16,2,TR,3,12,4,4,0,0
2366876,Nuke,10994,4773,False,False,11,16,2,CT,10,5,1,11,0,0
2366124,Anubis,8840,10278,True,True,16,10,2,TR,11,4,5,6,0,0
2366124,Vertigo,8840,10278,False,False,10,16,2,CT,6,9,4,7,0,0
2366124,Overpass,8840,10278,False,True,22,20,2,TR,7,8,8,7,7,5
2366798,Inferno,4501,12260,False,False,14,16,2,CT,6,9,8,7,0,0
2366798,Overpass,4501,12260,True,True,16,12,2,TR,7,8,9,4,0,0
2366798,Ancient,4501,12260,False,True,16,10,2,TR,7,8,9,2,0,0
2366939,Anubis,10854,11523,False,True,19,17,2,CT,6,9,9,6,4,2
2366939,Mirage,10854,11523,True,True,19,17,2,TR,7,8,8,7,4,2
2366922,Overpass,11668,12455,False,False,6,16,2,CT,1,14,5,2,0,0
2366922,Nuke,11668,12455,True,True,16,11,2,TR,10,5,6,6,0,0
2366922,Vertigo,11668,12455,False,False,16,19,2,CT,8,7,7,8,1,4
2366875,Mirage,8885,11837,True,False,11,16,2,TR,9,6,2,10,0,0
2366875,Ancient,8885,11837,False,False,9,16,2,CT,6,9,3,7,0,0
2366725,Nuke,11249,4773,False,False,7,16,2,CT,5,10,2,6,0,0
2366725,Anubis,11249,4773,True,False,8,16,2,TR,4,11,4,5,0,0
2366797,Ancient,12334,8113,True,True,16,14,2,TR,9,6,7,8,0,0
2366797,Mirage,12334,8113,False,True,22,19,2,CT,6,9,9,6,7,4
2366123,Ancient,5752,5973,False,False,11,16,2,CT,7,8,4,8,0,0
2366123,Inferno,5752,5973,True,True,16,14,2,TR,7,8,9,6,0,0
2366123,Mirage,5752,5973,False,False,12,16,2,CT,8,7,4,9,0,0
2366905,Anubis,11883,8637,True,False,9,16,2,TR,6,9,3,7,0,0
2366905,Mirage,11883,8637,False,False,11,16,2,CT,6,9,5,7,0,0
2366874,Ancient,10994,8574,True,True,16,10,2,TR,8,7,8,3,0,0
2366874,Nuke,10994,8574,False,True,16,4,2,CT,12,3,4,1,0,0
2366724,Mirage,11306,10894,False,False,4,16,2,CT,3,12,1,4,0,0
2366724,Vertigo,11306,10894,True,False,10,16,2,TR,5,10,5,6,0,0
2366796,Vertigo,10577,8637,False,False,5,16,2,CT,4,11,1,5,0,0
2366796,Ancient,10577,8637,True,True,16,13,2,TR,11,4,5,9,0,0
2366796,Overpass,10577,8637,False,True,16,3,2,CT,12,3,4,0,0,0
2366873,Mirage,11249,12233,True,False,10,16,2,TR,4,11,6,5,0,0
2366873,Vertigo,11249,12233,False,False,20,22,2,CT,9,6,6,9,5,7
2366904,Overpass,4501,12334,True,False,19,22,2,TR,9,6,6,9,4,7
2366904,Ancient,4501,12334,False,True,19,17,2,CT,9,6,6,9,4,2
2366904,Inferno,4501,12334,False,True,16,8,2,TR,8,7,8,1,0,0
2366122,Vertigo,11251,5378,True,False,10,16,2,TR,5,10,5,6,0,0
2366122,Inferno,11251,5378,False,False,12,16,2,CT,8,7,4,9,0,0
2366872,Mirage,10894,4773,True,True,16,11,2,TR,9,6,7,5,0,0
2366872,Nuke,10894,4773,False,False,11,16,2,CT,5,10,6,6,0,0
2366872,Inferno,10894,4773,False,False,17,19,2,CT,7,8,8,7,2,4
2366795,Inferno,12260,10503,True,True,16,12,2,TR,7,8,9,4,0,0
2366795,Ancient,12260,10503,False,True,16,14,2,CT,7,8,9,6,0,0
2366903,Anubis,7234,11609,False,True,16,14,2,TR,6,9,10,5,0,0
2366903,Ancient,7234,11609,True,True,16,13,2,TR,8,7,8,6,0,0
2366794,Overpass,11861,4501,False,False,14,16,2,CT,10,5,4,11,0,0
2366794,Ancient,11861,4501,True,False,10,16,2,TR,7,8,3,8,0,0
2366902,Inferno,8209,11241,True,True,19,16,2,TR,6,9,9,6,4,1
2366902,Vertigo,8209,11241,False,True,16,10,2,CT,8,7,8,3,0,0
2366777,Inferno,12422,11868,True,False,8,16,2,TR,5,10,3,6,0,0
2366777,Overpass,12422,11868,False,True,16,9,2,CT,7,8,9,1,0,0
2366777,Nuke,12422,11868,False,False,4,16,2,TR,2,13,2,3,0,0
2366776,Inferno,12436,5866,True,False,9,16,2,TR,8,7,1,9,0,0
2366776,Overpass,12436,5866,False,False,2,16,2,CT,2,13,0,3,0,0
2366871,Nuke,4773,11814,True,True,16,8,2,TR,8,7,8,1,0,0
2366871,Anubis,4773,11814,False,False,14,16,2,CT,7,8,7,8,0,0
2366871,Mirage,4773,11814,False,True,16,9,2,TR,9,6,7,3,0,0
2366793,Overpass,12414,8637,False,False,22,25,2,CT,9,6,6,9,7,10
2366793,Inferno,12414,8637,True,True,19,17,2,TR,8,7,7,8,4,2
2366793,Ancient,12414,8637,False,True,16,5,2,TR,11,4,5,1,0,0
2366773,Overpass,12456,12425,True,True,16,12,2,TR,8,7,8,5,0,0
2366773,Mirage,12456,12425,False,True,16,8,2,CT,9,6,7,2,0,0
2366772,Vertigo,12434,12461,True,False,1,16,2,TR,1,14,0,2,0,0
2366772,Nuke,12434,12461,False,False,8,16,2,CT,6,9,2,7,0,0
2366870,Nuke,11249,3044,True,False,17,19,2,TR,7,8,8,7,2,4
2366870,Anubis,11249,3044,False,True,16,5,2,CT,11,4,5,1,0,0
2366870,Mirage,11249,3044,False,True,16,12,2,TR,9,6,7,6,0,0
2366118,Mirage,5378,5995,True,False,6,16,2,TR,5,10,1,6,0,0
2366118,Inferno,5378,5995,False,True,16,10,2,TR,8,7,8,3,0,0
2366118,Ancient,5378,5995,False,False,5,16,2,CT,4,11,1,5,0,0
2366120,Anubis,11251,10278,True,True,19,15,2,TR,8,7,7,8,4,0
2366120,Vertigo,11251,10278,False,True,16,11,2,TR,7,8,9,3,0,0
2366767,Inferno,11675,12185,False,True,16,14,2,CT,9,6,7,8,0,0
2366767,Anubis,11675,12185,True,True,16,11,2,TR,10,5,6,6,0,0
2366769,Anubis,12031,12186,False,True,16,8,2,CT,9,6,7,2,0,0
2366769,Mirage,12031,12186,True,True,16,12,2,TR,10,5,6,7,0,0
2366768,Nuke,12421,12420,False,True,16,14,2,CT,9,6,7,8,0,0
2366768,Overpass,12421,12420,True,True,16,4,2,TR,12,3,4,1,0,0
2366901,Vertigo,11283,12366,False,False,12,16,2,CT,8,7,4,9,0,0
2366901,Mirage,11283,12366,True,False,10,16,2,TR,5,10,5,6,0,0
2366792,Mirage,9215,12334,True,True,16,11,2,TR,5,10,11,1,0,0
2366792,Inferno,9215,12334,False,True,16,13,2,CT,10,5,6,8,0,0
2366869,Ancient,12144,10994,True,False,11,16,2,TR,10,5,1,11,0,0
2366869,Mirage,12144,10994,False,False,22,25,2,CT,10,5,5,10,7,10
2366900,Vertigo,10973,11523,True,True,16,9,2,TR,7,8,9,1,0,0
2366900,Nuke,10973,11523,False,False,10,16,2,CT,8,7,2,9,0,0
2366900,Inferno,10973,11523,False,True,16,2,2,CT,14,1,2,1,0,0
2366119,Anubis,5752,5005,False,False,13,16,2,CT,9,6,4,10,0,0
2366119,Ancient,5752,5005,True,False,6,16,2,TR,6,9,0,7,0,0
2366791,Nuke,10621,11861,True,False,5,16,2,TR,4,11,1,5,0,0
2366791,Mirage,10621,11861,False,True,16,12,2,CT,8,7,8,5,0,0
2366791,Inferno,10621,11861,False,True,16,9,2,TR,9,6,7,3,0,0
2366734,Mirage,11668,12203,False,True,16,10,2,CT,7,8,9,2,0,0
2366734,Nuke,11668,12203,True,False,6,16,2,TR,1,14,5,2,0,0
2366734,Inferno,11668,12203,False,False,11,16,2,TR,5,10,6,6,0,0
2366868,Ancient,12233,12358,False,True,16,11,2,CT,10,5,6,6,0,0
2366868,Vertigo,12233,12358,True,True,16,5,2,TR,10,5,6,0,0,0
2366899,Nuke,11419,10905,True,True,16,10,2,TR,8,7,8,3,0,0
2366899,Ancient,11419,10905,False,True,16,6,2,CT,13,2,3,4,0,0
2366121,Anubis,5973,8840,False,True,16,9,2,CT,8,7,8,2,0,0
2366121,Ancient,5973,8840,True,True,16,6,2,TR,10,5,6,1,0,0
2366790,Anubis,11811,12260,True,True,16,9,2,CT,9,6,7,3,0,0
2366790,Nuke,11811,12260,False,True,16,10,2,CT,9,6,7,4,0,0
2366733,Overpass,10672,9881,False,False,11,16,2,CT,6,9,5,7,0,0
2366733,Vertigo,10672,9881,True,False,14,16,2,TR,6,9,8,7,0,0
2366898,Mirage,10854,10695,True,True,19,16,2,TR,7,8,8,7,4,1
2366898,Overpass,10854,10695,False,True,16,14,2,CT,6,9,10,5,0,0
2366755,Vertigo,12245,12257,True,False,16,19,2,TR,9,6,6,9,1,4
2366755,Nuke,12245,12257,False,False,8,16,2,CT,7,8,1,8,0,0
2366867,Vertigo,11837,11555,False,False,17,19,2,CT,6,9,9,6,2,4
2366867,Mirage,11837,11555,True,True,16,13,2,TR,7,8,9,5,0,0
2366867,Ancient,11837,11555,False,True,16,13,2,CT,8,7,8,6,0,0
2366774,Mirage,12443,12190,True,False,12,16,2,TR,5,10,7,6,0,0
2366774,Inferno,12443,12190,False,False,11,16,2,CT,4,11,7,5,0,0
2366775,Mirage,12460,12301,True,False,5,16,2,TR,4,11,1,5,0,0
2366775,Overpass,12460,12301,False,False,6,16,2,CT,5,10,1,6,0,0
2366863,Inferno,7234,8637,False,True,16,14,2,CT,8,7,8,7,0,0
2366863,Vertigo,7234,8637,True,False,17,19,2,TR,9,6,6,9,2,4
2366863,Anubis,7234,8637,False,False,15,19,2,TR,5,10,10,5,0,4
2366771,Inferno,12435,10975,True,False,10,16,2,TR,9,6,1,10,0,0
2366771,Vertigo,12435,10975,False,True,16,14,2,CT,7,8,9,6,0,0
2366771,Mirage,12435,10975,False,False,9,16,2,CT,8,7,1,9,0,0
2366116,Anubis,5005,10278,True,True,16,11,2,TR,6,9,10,2,0,0
2366116,Vertigo,5005,10278,False,False,12,16,2,CT,5,10,7,6,0,0
2366116,Ancient,5005,10278,False,True,16,13,2,TR,8,7,8,6,0,0
2366770,Vertigo,10976,12424,False,True,16,5,2,CT,10,5,6,0,0,0
2366770,Inferno,10976,12424,True,True,16,5,2,TR,12,3,4,2,0,0
2366789,Overpass,7865,4501,False,False,12,16,2,CT,10,5,2,11,0,0
2366789,Ancient,7865,4501,True,False,10,16,2,TR,5,10,5,6,0,0
2366866,Mirage,12393,8885,False,False,8,16,2,CT,4,11,4,5,0,0
2366866,Inferno,12393,8885,True,True,16,14,2,TR,8,7,8,7,0,0
2366866,Ancient,12393,8885,False,False,14,16,2,TR,7,8,7,8,0,0
2366847,Ancient,12318,12358,False,False,13,16,2,CT,9,6,4,10,0,0
2366847,Inferno,12318,12358,True,True,16,14,2,TR,7,8,9,6,0,0
2366847,Overpass,12318,12358,False,False,14,16,2,TR,4,11,10,5,0,0
2366117,Vertigo,5752,11251,False,True,16,11,2,CT,8,7,8,4,0,0
2366117,Overpass,5752,11251,True,True,16,12,2,TR,7,8,9,4,0,0
2366788,Anubis,10503,11309,False,False,14,16,2,CT,4,11,10,5,0,0
2366788,Inferno,10503,11309,True,True,16,12,2,TR,4,11,12,1,0,0
2366788,Ancient,10503,11309,False,True,16,8,2,CT,7,8,9,0,0,0
2366862,Inferno,8209,12334,True,False,19,22,2,TR,8,7,7,8,4,7
2366862,Ancient,8209,12334,False,True,19,17,2,CT,9,6,6,9,4,2
2366862,Vertigo,8209,12334,False,False,14,16,2,TR,6,9,8,7,0,0
2366764,Nuke,11681,12222,False,True,16,4,2,CT,12,3,4,1,0,0
2366764,Overpass,11681,12222,True,True,16,9,2,TR,10,5,6,4,0,0
2366765,Overpass,12450,11718,True,False,5,16,2,TR,5,10,0,6,0,0
2366765,Vertigo,12450,11718,False,False,9,16,2,CT,4,11,5,5,0,0
2366114,Inferno,5973,5378,False,False,11,16,2,TR,3,12,8,4,0,0
2366114,Mirage,5973,5378,True,True,19,17,2,TR,6,9,9,6,4,2
2366114,Anubis,5973,5378,False,False,14,16,2,TR,9,6,5,10,0,0
2366115,Anubis,5995,8840,False,True,19,16,2,TR,10,5,5,10,4,1
2366115,Inferno,5995,8840,True,True,16,5,2,TR,10,5,6,0,0,0
2366787,Mirage,12447,10577,True,True,16,3,2,TR,13,2,3,1,0,0
2366787,Ancient,12447,10577,False,False,7,16,2,CT,4,11,3,5,0,0
2366787,Vertigo,12447,10577,False,False,16,19,2,TR,9,6,6,9,1,4
2366864,Ancient,10894,11608,False,True,16,8,2,CT,9,6,7,2,0,0
2366864,Mirage,10894,11608,True,False,7,16,2,TR,5,10,2,6,0,0
2366864,Inferno,10894,11608,False,True,16,8,2,CT,9,6,7,2,0,0
2366861,Anubis,11883,11609,True,False,13,16,2,TR,8,7,5,9,0,0
2366861,Inferno,11883,11609,False,True,16,14,2,CT,8,7,8,7,0,0
2366861,Mirage,11883,11609,False,True,16,14,2,CT,8,7,8,7,0,0
2366730,Overpass,12455,12203,True,True,16,14,2,TR,11,4,5,10,0,0
2366730,Mirage,12455,12203,False,False,10,16,2,CT,9,6,1,10,0,0
2366730,Inferno,12455,12203,False,False,9,16,2,CT,7,8,2,8,0,0
2366786,Anubis,8113,11164,True,True,19,17,2,CT,7,8,8,7,4,2
2366786,Mirage,8113,11164,False,True,19,17,2,CT,8,7,7,8,4,2
2366860,Overpass,4501,11523,True,True,16,12,2,TR,7,8,9,4,0,0
2366860,Mirage,4501,11523,False,True,16,14,2,CT,8,7,8,7,0,0
2366729,Nuke,11300,11668,False,True,16,8,2,CT,8,7,8,1,0,0
2366729,Inferno,11300,11668,True,True,16,13,2,TR,8,7,8,6,0,0
2366848,Mirage,12393,10894,False,False,13,16,2,CT,7,8,6,8,0,0
2366848,Ancient,12393,10894,True,True,16,9,2,TR,9,6,7,3,0,0
2366848,Nuke,12393,10894,False,True,16,12,2,TR,6,9,10,3,0,0
2366825,Anubis,11608,11814,True,False,8,16,2,TR,7,8,1,8,0,0
2366825,Overpass,11608,11814,False,False,14,16,2,CT,9,6,5,10,0,0
2366785,Ancient,9215,7865,False,True,16,8,2,CT,10,5,6,3,0,0
2366785,Mirage,9215,7865,True,True,16,2,2,TR,13,2,3,0,0,0
2366816,Mirage,12000,10854,False,False,10,16,2,CT,6,9,4,7,0,0
2366816,Overpass,12000,10854,True,True,16,12,2,TR,7,8,9,4,0,0
2366816,Ancient,12000,10854,False,False,11,16,2,CT,4,11,7,5,0,0
2366859,Ancient,10695,11241,False,False,14,16,2,CT,4,11,10,5,0,0
2366859,Inferno,10695,11241,True,False,15,19,2,TR,6,9,9,6,0,4
2366824,Nuke,10994,12233,True,True,16,10,2,TR,10,5,6,5,0,0
2366824,Overpass,10994,12233,False,True,16,13,2,CT,9,6,7,7,0,0
2366784,Ancient,10503,12414,True,False,5,16,2,TR,4,11,1,5,0,0
2366784,Anubis,10503,12414,False,False,11,16,2,TR,10,5,1,11,0,0
2366823,Inferno,12318,12358,True,False,12,16,2,TR,6,9,6,7,0,0
2366823,Ancient,12318,12358,False,False,11,16,2,CT,4,11,7,5,0,0
2366858,Vertigo,10854,12366,True,False,7,16,2,TR,3,12,4,4,0,0
2366858,Anubis,10854,12366,False,False,13,16,2,CT,8,7,5,9,0,0
2366732,Vertigo,9881,12276,False,True,16,5,2,TR,13,2,3,3,0,0
2366732,Nuke,9881,12276,True,False,13,16,2,TR,6,9,7,7,0,0
2366732,Inferno,9881,12276,False,True,16,6,2,TR,12,3,4,3,0,0
2366815,Ancient,8209,10459,False,True,16,3,2,CT,12,3,4,0,0,0
2366815,Nuke,8209,10459,True,True,16,6,2,TR,10,5,6,1,0,0
2366783,Mirage,11309,8637,False,False,17,19,2,CT,10,5,5,10,2,4
2366783,Anubis,11309,8637,True,False,14,16,2,TR,8,7,6,9,0,0
2366814,Mirage,11883,8135,False,True,16,8,2,CT,11,4,5,4,0,0
2366814,Overpass,11883,8135,True,False,7,16,2,TR,6,9,1,7,0,0
2366814,Ancient,11883,8135,False,False,8,16,2,CT,6,9,2,7,0,0
2366857,Mirage,11283,10905,True,True,19,16,2,TR,8,7,7,8,4,1
2366857,Vertigo,11283,10905,False,True,16,12,2,CT,9,6,7,6,0,0
2366731,Mirage,10672,8008,True,True,16,12,2,CT,7,8,9,4,0,0
2366731,Inferno,10672,8008,False,False,11,16,2,CT,6,9,5,7,0,0
2366731,Nuke,10672,8008,False,False,13,16,2,CT,9,6,4,10,0,0
2366782,Inferno,11861,11164,False,True,16,9,2,CT,7,8,9,1,0,0
2366782,Ancient,11861,11164,True,True,16,9,2,TR,9,6,7,3,0,0
2366856,Overpass,11419,10973,True,False,10,16,2,TR,5,10,5,6,0,0
2366856,Ancient,11419,10973,False,False,10,16,2,CT,9,6,1,10,0,0
2366822,Overpass,11814,3044,True,True,16,10,2,TR,6,9,10,1,0,0
2366822,Anubis,11814,3044,False,False,10,16,2,CT,9,6,1,10,0,0
2366822,Mirage,11814,3044,False,False,13,16,2,TR,7,8,6,8,0,0
2366781,Ancient,10621,8113,False,True,16,8,2,CT,9,6,7,2,0,0
2366781,Vertigo,10621,8113,True,True,16,7,2,TR,8,7,8,0,0,0
2366780,Overpass,4501,12334,True,True,16,14,2,TR,6,9,10,5,0,0
2366780,Ancient,4501,12334,False,False,11,16,2,CT,9,6,2,10,0,0
2366780,Inferno,4501,12334,False,False,14,16,2,TR,8,7,6,9,0,0
2366813,Anubis,12394,10459,False,False,3,16,2,CT,3,12,0,4,0,0
2366813,Nuke,12394,10459,True,True,16,12,2,TR,9,6,7,6,0,0
2366813,Mirage,12394,10459,False,True,16,13,2,CT,6,9,10,4,0,0
2366763,Inferno,7234,11241,True,True,16,14,2,TR,11,4,5,10,0,0
2366763,Anubis,7234,11241,False,True,16,8,2,TR,9,6,7,2,0,0
2366821,Ancient,12358,8885,True,False,3,16,2,TR,3,12,0,4,0,0
2366821,Mirage,12358,8885,False,False,17,19,2,CT,8,7,7,8,2,4
2366489,Overpass,10567,7020,False,False,14,16,2,CT,7,8,7,8,0,0
2366489,Vertigo,10567,7020,True,True,16,14,2,TR,8,7,8,7,0,0
2366489,Ancient,10567,7020,False,False,16,19,2,CT,9,6,6,9,1,4
2366762,Overpass,11419,11523,True,True,16,10,2,TR,8,7,8,3,0,0
2366762,Anubis,11419,11523,False,False,14,16,2,TR,8,7,6,9,0,0
2366762,Nuke,11419,11523,False,False,13,16,2,CT,12,3,1,13,0,0
2366779,Overpass,11811,12447,False,True,16,9,2,CT,11,4,5,5,0,0
2366779,Anubis,11811,12447,True,False,11,16,2,TR,6,9,5,7,0,0
2366779,Mirage,11811,12447,False,True,16,10,2,TR,10,5,6,5,0,0
2366812,Overpass,8209,8637,True,False,5,16,2,TR,5,10,0,6,0,0
2366812,Vertigo,8209,8637,False,False,9,16,2,CT,6,9,3,7,0,0
2366820,Nuke,12233,11306,False,False,9,16,2,CT,8,7,1,9,0,0
2366820,Anubis,12233,11306,True,False,13,16,2,TR,2,13,11,3,0,0
2366811,Anubis,11883,11283,True,True,25,22,2,CT,3,12,12,3,10,7
2366811,Mirage,11883,11283,False,False,10,16,2,CT,5,10,5,6,0,0
2366811,Ancient,11883,11283,False,False,11,16,2,CT,8,7,3,9,0,0
2366778,Anubis,10577,12260,True,True,22,20,2,CT,4,11,11,4,7,5
2366778,Inferno,10577,12260,False,False,5,16,2,CT,4,11,1,5,0,0
2366778,Overpass,10577,12260,False,False,13,16,2,TR,10,5,3,11,0,0
2366608,Overpass,8637,10831,True,False,6,16,2,TR,2,13,4,3,0,0
2366608,Inferno,8637,10831,False,True,16,13,2,CT,9,6,7,7,0,0
2366608,Ancient,8637,10831,True,False,13,16,2,TR,5,10,8,6,0,0
2366608,Anubis,8637,10831,False,True,16,8,2,TR,8,7,8,1,0,0
2366608,Mirage,8637,10831,False,True,16,13,2,CT,11,4,5,9,0,0
2366761,Anubis,10854,11609,False,False,9,16,2,TR,6,9,3,7,0,0
2366761,Nuke,10854,11609,True,False,12,16,2,TR,7,8,5,8,0,0
