ID,NickName,Name,Country
11815.0,anarkez,Guy 'anarkez' Trachtman,Israel
13569.0,valencio,Vojtěch 'Valencio' Mydlář,Czech Republic
15818.0,k1-fida,Filip 'K1-FiDa' Dvořák,Czech Republic
19594.0,nbqq,Vít 'nbqq' Pohlot,Czech Republic
19815.0,dytor,Martin 'Dytor' Handl,Czech Republic
21763.0,ultimate,Roland 'ultimate' Tomkowiak,Poland
21816.0,gizmy,Jack 'Gizmy' von Spreckelsen,United Kingdom
15117.0,keoz,Nicolas 'Keoz' Dgus,Belgium
20358.0,volt,Sebastian 'volt' Maloș,Romania
10330.0,acor,Frederik 'acoR' Gyldstrand,Denmark
11940.0,nealan,Sanzhar 'neaLaN' Iskhakov,Kazakhstan
12521.0,art,Andrei 'arT' Piovezan,Brazil
12553.0,yuurih,Yuri 'yuurih' Santos,Brazil
2023.0,fallen,Gabriel 'FalleN' Toledo,Brazil
10566.0,chelo,Marcelo 'chelo' Cespedes,Brazil
15631.0,kscerato,Kaike 'KSCERATO' Cerato,Brazil
14218.0,plopski,Nicolas 'Plopski' Gonzalez Zamora,Sweden
16486.0,ztr,Erik 'ztr' Gustafsson,Sweden
21159.0,bobeksde,Jonatan 'bobeksde' Persson,Sweden
14932.0,faven,Josef 'faveN' Baumann,Germany
20170.0,kyuubii,Can 'kyuubii' Ali,Germany
9032.0,magisk,Emil 'Magisk' Reif,Denmark
7322.0,apex,Dan 'apEX' Madesclaire,France
18221.0,spinx,Lotan 'Spinx' Giladi,Israel
11893.0,zywoo,Mathieu 'ZywOo' Herbaut,France
16693.0,flamez,Shahar 'flameZ' Shushan,Israel
17641.0,zur1s,Martin 'zur1s' Sláma,Czech Republic
12379.0,impulse,Aleksa 'Impulse' Stankić,Serbia
20685.0,choiv7,Ivan 'choiv7' Zivkovic,Serbia
20252.0,kind0,Vladan 'Kind0' Mandic,Serbia
20253.0,dragon,Nikola 'Dragon' Boskovic,Serbia
20813.0,vldn,Vladan 'VLDN' Radevic,Serbia
18989.0,fr0k,Ruslan 'fr0k' Gizatov,Uzbekistan
22635.0,wetfy,Amirbek 'wetfy' Timurov,Uzbekistan
22638.0,icyvl0ne,Daniel 'icyvl0ne' Lee,Uzbekistan
23083.0,manticore,Artem 'ManticorE' Kim,Uzbekistan
23084.0,kanshinef,Abdukadirov 'kanshineF' Ibrakhim,Uzbekistan
13666.0,brollan,Ludvig 'Brollan' Brolin,Sweden
9766.0,hampus,Hampus 'hampus' Poser,Sweden
9078.0,k0nfig,Kristian 'k0nfig' Wienecke,Denmark
19592.0,headtr1ck,Daniil 'headtr1ck' Valitov,Ukraine
9278.0,rez,Fredrik 'REZ' Sterner,Sweden
20773.0,ariant0,Jimmy 'Ariant0' Husseini,Sweden
20941.0,buzz,Christian 'Buzz' Andersen,Denmark
7592.0,device,Nicolai 'device' Reedtz,Denmark
9896.0,b0rup,Johannes 'b0RUP' Borup,Denmark
20304.0,staehr,Victor 'Staehr' Staehr,Denmark
15165.0,blamef,Benjamin 'blameF' Bremer,Denmark
23466.0,uhul,Wesley 'uhul' de Liz ,Brazil
15204.0,vegi,Arek 'Vegi' Nawojski,Poland
20413.0,mwlky,Łukasz 'mwlky' Pachucki,Poland
8994.0,hs,Kevin 'HS' Tarn,Estonia
21265.0,snx,Rafał 'sNx' Snopek,Poland
21263.0,olimp,Patryk 'olimp' Woźniak,Poland
8598.0,marek,Tzu-Chi 'Marek' Huang,Taiwan
10722.0,gas,Yi 'gas' Ding,China
16768.0,lan,Liu 'lan' Qi,China
16872.0,flying,Peiqi 'flying' Song,China
19681.0,childking,Junhao 'ChildKing' Peng,China
10870.0,kabal,Bat-Enkh 'kabal' Batbayar,Mongolia
9521.0,dobu,Gan-Erdene 'dobu' Batbold,Mongolia
19536.0,yami,Yalalt 'yAmi' Oyunbileg,Mongolia
19537.0,cool4st,Sodbileg 'cool4st' Batbaatar,Mongolia
22333.0,miq,Temuulen 'MiQ' Byambadalai,Mongolia
1510.0,gina,Melania 'Gina' Mylioti,Netherlands
22838.0,bunnyazul,Ana 'BunnyAzul' Azul Giglio,Argentina
12945.0,blytz,Raul 'Blytz' Gligor,Romania
12956.0,hasteka,Chinguun 'hasteka' Bayarmaa,Mongolia
20194.0,blitz,Garidmagnai 'bLitz' Byambasuren,Mongolia
20275.0,techno,Sodbayar 'Techno' Munkhbold,Mongolia
21809.0,910,Usukhbayar '910' Banzragch,Mongolia
21001.0,mzinho,Ayush 'mzinho' Batbold,Mongolia
21452.0,kvem,Vladislav 'Kvem' Korol,Ukraine
22842.0,kensizor,Artem 'kensizor' Kapran,Ukraine
19590.0,byr9,Yaroslav 'byr9' Buryak,Ukraine
19614.0,s4ltovsk1yy,Kyrylo 's4ltovsk1yy' Lytvynov,Ukraine
17008.0,topa,Alexey 'Topa' Topchienko,Ukraine
20258.0,spine,Qingsong 'SPine' Long,China
20808.0,tiger,Junbing 'Tiger' Zhen,China
21825.0,ahang,Yihang 'AhaNg' Li,China
21832.0,2x2x,Chen '2x2x' Xu,China
22997.0,tutu,JianCong 'tutu' Wu,China
22364.0,j0w,Jonatan 'j0w' Sperotto,Brazil
22369.0,syncmau,Wendel 'syncmau' Caceres,Brazil
22569.0,ritz,Pedro 'ritz' Espechit,Brazil
22956.0,lash,Gabriel 'lash' Sampaio,Brazil
22957.0,stax,Lucas 'stAx' Scharenberg,Portugal
15865.0,konii,Connie 'konii' Ko,Australia
13702.0,artemis,Jessica 'ARTeMis' Majrouh,Australia
15866.0,epoh,Hope 'epoh' Kure,Australia
23460.0,hdizz,Hannah 'hdizz' Margaret Dadswell,Australia
7131.0,bntet,Hansel 'BnTeT' Ferdinand,Indonesia
9172.0,xign,Hyun-Pyo 'XigN' Lee,Korea
9686.0,gratisfaction,Sean 'Gratisfaction' Kaiwai,New Zealand
11141.0,erkast,Erdenetsogt 'erkaSt' Gantulga,Mongolia
20703.0,xerolte,Enkhbat 'xerolte' Munkhtogtokh,Mongolia
12317.0,fleav,Fodor 'fleav' Levente,Hungary
19084.0,msn,Norbert 'msN' Török,Hungary
14202.0,coolio,András 'coolio' Fercsák,Hungary
13317.0,aaron,Áron 'Aaron' Homoki,Hungary
21786.0,xavi,Xavér 'xavi' Hebők,Hungary
2476.0,emi,Luka 'emi' Vuković,Serbia
10774.0,freeman,WingHei 'Freeman' Cheung,Hong Kong
15683.0,slowly,Kelun 'SLOWLY' Sun,China
18638.0,sk0r,Tengis 'sk0R' Batjargal,Mongolia
21297.0,roga,Marin 'ROGA' Rogić,Croatia
20349.0,casey,Mariusz 'casey' Jarząb,Poland
20384.0,zannn,Błażej 'zaNNN' Bączkowski,Poland
22012.0,murlok,Dominik 'Murlok' Balawender,Poland
17905.0,iso,Rafał 'iso' Tync,Poland
22703.0,moonwalk,Bartosz 'moonwalk' Mikołajczyk,Poland
16186.0,styleeez,Pavle 'stYleEeZ' Stojanovski,North Macedonia
18788.0,dan1,Daniel 'dan1' Gligorov,North Macedonia
20066.0,aidkit,Jane 'aidKiT' Apostoloski,North Macedonia
20067.0,powerdy,Valentin 'powerdy' Duracoski,North Macedonia
23459.0,stressarn,Jordan 'stressarN' Manevski,North Macedonia
13567.0,blogg1s,Dominik 'Blogg1s' Janita,Czech Republic
12612.0,pechyn,Martin 'Pechyn' Pechoušek,Czech Republic
20351.0,foggers,Jayden 'foggers' Graham,Australia
19895.0,ajaxz,Austin 'AJaxz' Janocha,United States
20399.0,paladin,Rudy 'PALADIN' Rokin,Canada
20400.0,pndlm,Darius 'PNDLM' Bandali,Canada
11535.0,nooz,Nelvin 'nooz' Gonzalez,Venezuela
17438.0,shutout,Cory 'shutout' Frymark,Poland
12113.0,jonji,Jonathan 'Jonji' Carey,Canada
20128.0,dobbo,William 'dobbo' Dobson,United Kingdom
20659.0,cryths,Rory 'cryths' Ursell,United Kingdom
14120.0,hugoxd,Hugo 'HugoXD' Hallgren,Sweden
20908.0,bevve,James 'bevve' Slinn,United Kingdom
10840.0,tatazin,Alef 'tatazin' Pereira,Brazil
10557.0,land1n,Paulo 'land1n' Felipe,Brazil
10838.0,mawth,Matheus 'mawth' Gonçalves,Brazil
22655.0,r3kt,Caso 'r3kt' de Mello Santos,Brazil
22725.0,mangulito,Luka 'Mangulito' Zivanovic,Serbia
21007.0,ph1,Pedro 'ph1' Henrique,Brazil
20056.0,coxa,Pedro 'coxa' Krauze,Brazil
20058.0,japinha,Heliton 'japinha' Tanaka,Brazil
20057.0,fvt,Joao 'fvt' Sarri,Brazil
22420.0,pooldolsk,Vitor 'pooldolsk' Araujo,Brazil
9519.0,tamir,Munkhtamir 'tamir' Ganbaatar,Mongolia
22415.0,accuracytg,Otgonlhagva 'AccuracyTG' Batjargal,Mongolia
23458.0,laxiee,Andrey 'Laxiee' Maks,Mongolia
23457.0,zesta,Munkhsaikhan 'Zesta ' Erdenebaatar,Mongolia
23456.0,breakk,Bilegsaikhan 'Breakk' Erdenesaikhan,Mongolia
13547.0,3nable,Muhammad-Ridzuan '3nable' Hazi,Malaysia
19730.0,gump,Maclane 'gump' Cross,Australia
19581.0,skw0w,Sadab 'SKw0w' Khan,India
23452.0,f1redup,Harsh 'f1redup' Jain,India
21604.0,kiilswitch,Anshul 'KiiLSwitCh' Adarkar,India
14994.0,jeffvanb,YiuOn 'JeffVanB' Wong,Hong Kong
18194.0,h1mz,Nok-Him 'H1mz' Wong,Hong Kong
21395.0,terryyy,Lam-Fung 'Terryyy' Lee,Hong Kong
23122.0,loka,Ching 'Loka' Ngai Hung,Hong Kong
11675.0,crossx,ChungWai 'CroSSx' Chung,Hong Kong
13933.0,tin,Justin 'Tin' Tom,Hong Kong
23455.0,kippo,Simon 'Kippo' Lau,Hong Kong
23454.0,matcha,ChunMan 'matcha' Kwok,Hong Kong
12867.0,rico,Ting 'Rico' Tsun Rico Tai,Hong Kong
13018.0,thomas,Thomas 'Thomas' Utting,United Kingdom
22138.0,tsutskam,Karl-Hendrik 'tsutskam' Palu,Estonia
18253.0,finui,Connor 'Finui' Finucane,United Kingdom
22487.0,bigun007,Connor 'Bigun007' Suddons,United Kingdom
22486.0,dagthepimple,Dagmar 'DagThePimple' Vens,Belgium
6547.0,guerri,Nicholas 'guerri' Nogueira,Brazil
17656.0,frazehh,Fraser 'Frazehh' Sollom,United Kingdom
18268.0,dexter,Jack 'DeXter' Hepple,United Kingdom
21818.0,jaustere,Josh 'JAUSTERE' Philpott,United Kingdom
21502.0,moshi,Harry 'moshi' Raines,United Kingdom
21817.0,rhys,Rhys 'Rhys' Stumbles,United Kingdom
16079.0,mcgllzzz,Shuvajyoti 'Mcg!LLzZz' Chakborty,India
20013.0,zerocool,Dibyalok 'ZEROCOOL' Goswami,India
21602.0,defaulter,Ritesh 'DEFAULTER' Sarda,India
23322.0,gh0stttt,Hamid 'Gh0sTTTT' Chaudhary,India
23321.0,rider,Sadanand 'Rider' Dey,India
22673.0,makazze,Drin 'makazze' Shaqiri,Kosovo
300.0,lmbt,Sergey 'lmbt' Bezhanov,Ukraine
18581.0,katalic,Dejan 'Katalic' Koprivica,Bosnia and Herzegovina
19786.0,depreshn,Filip 'DEPRESHN' Jarkić,Croatia
14244.0,andr1x,Andrija 'andr1x' Ljubić,Serbia
3730.0,holmes,Petar 'HOLMES' Dimitrijević,Serbia
18469.0,sarenii,Nemanja 'sarenii' Šarenac,Serbia
21428.0,fury5k,Davaasuren 'fury5k' Ganbaatar,Mongolia
19229.0,roux,Undrakhbayar 'ROUX' Zolbayar,Mongolia
15060.0,neuz,Uuganbayar 'NEUZ' Nyam-Otgon,Mongolia
19538.0,magnumz,Telmen 'MagnumZ' Khurelkhuu,Mongolia
21396.0,ariucle,Ariunjargal 'ariucle' Yadam,Mongolia
22512.0,zyyx,William 'zyyx' Sjögren,Sweden
20168.0,renne,Rafael 'RENNE' Gligor,Romania
22563.0,fnl,David 'fnl' Mușuroiu,Romania
22960.0,kritik,Mihai-Cristian 'kritik' Ruse,Romania
18517.0,entz,Edgaras 'entz' Luksas,United Kingdom
16421.0,zulu,Richard 'Zulu' Wood,United Kingdom
22211.0,ottob,Otto 'ottob' Virtanen,Finland
16424.0,swaggy,Kyle 'Swaggy' Wilson,United Kingdom
20899.0,dutchy,John 'Dutchy' Holland,United Kingdom
22202.0,kappe,Kasper 'kappe' Lampinen,Finland
23323.0,bhavi,Bhavesh 'Bhavi' Sejwani,India
23325.0,benzene,Yash 'Benzene' Kumar Singh,India
23326.0,dicedealer,Prateek 'DiceDealer' Saini,India
15821.0,neofrag,Adam 'NEOFRAG' Zouhar,Czech Republic
11414.0,tomkeejs,Tomáš 'Tomkeejs' Tomka,Czech Republic
20059.0,texxas,Guilherme 'texxas' Mayworm,Brazil
22093.0,aiveri,Amira 'aiveri' Zhussupova,Kazakhstan
23426.0,noccaan,Leyla 'noccaan' Basoda,Sweden
23449.0,gaba,Gabriela 'Gaba' Sienkiewicz,Poland
23451.0,hikomi,Magdalena 'Hikomi' Demska,Poland
23450.0,amyb,Alessandra 'amyb' Kolari,Finland
23448.0,twix,Anastasia-Raluca 'twix' Munteanu,Romania
23443.0,tunkwai,Anastasiya 'tunkwai' Matochenkova,Russia
23444.0,whoistanaka,Sonya 'WhoisTanaka' Zvyagintseva,Russia
23446.0,runella,Olga 'Runella' Zakharova,Russia
23447.0,yokusha,Alina 'Yokusha' Bunina,Russia
23445.0,kaysu,Ekateryna 'Kaysu' Suvorova,Ukraine
16412.0,rafftu,Kostadin 'rafftu' Turbinov,Bulgaria
10697.0,blocker,Yanko 'blocker' Panov,Bulgaria
11219.0,cerq,Tsvetelin 'CeRq' Dimitrov,Bulgaria
16410.0,duplicate,Viktor 'Duplicate' Mitev,Bulgaria
11343.0,shipz,Georgi 'SHiPZ' Grigorov,Bulgaria
8503.0,fl0m,Erik 'fl0m' Flom,United States
15007.0,cooper,Austin 'Cooper' Abadir,United States
7808.0,freakazoid,Ryan 'freakazoid' Abadir,United States
16163.0,hate,Nicholas 'hate' Young,United States
22022.0,trucklover86,Cooper 'Trucklover86' Phelps,United States
19846.0,clasia,Anthony 'CLASIA' Kearney,United States
9069.0,nifty,Noah 'Nifty' Francis,United States
16893.0,stamina,Bobby 'stamina' Eitrem,United States
20233.0,scar,Matthew 'scar' Bruni,Canada
12102.0,djay,Jonathan 'djay' Dallal,Canada
15983.0,enzero,Ermek 'enzero' Kartanbaev,Kyrgyzstan
20828.0,leri511,Vladyslav 'leri511' Dryha,Ukraine
17316.0,vert,Georgiy 'Vert' Kinzyagulov,Russia
20956.0,fozil,Timofey 'fozil' Komkov,Russia
21362.0,truniq,Danila 'TruNiQ' Polymordvinov,Russia
10563.0,caike,Caike 'caike' Costa,Brazil
8570.0,gruby,Dominik 'GruBy' Swiderski,Poland
15229.0,nero,Matthew 'nero' Seymour,United States
14495.0,droid,Damian 'droid' Boulware,United States
22090.0,r2d2j,Emerson 'R2D2J' L.,United States
20765.0,elk,Blake 'Elk' Swinson,United States
22243.0,aleph,Christopher 'aleph' Froden,United States
20578.0,arcade,John 'arcade' Rogel,United States
19939.0,cyrix,McKinley 'Cyrix' Hollison,United States
17622.0,wolffe,Kyle 'Wolffe' Greenfield,United States
21669.0,seb,Sebastian 'Seb' Dietrich,United States
22921.0,lake,Mason 'Lake' Sanderson,United States
22566.0,deemo,Iago 'deemO' Henrique,Brazil
21891.0,ntx,Davi 'ntx' Oliveira,Brazil
20234.0,gabe,Gabriel 'Gabe' Shah,United States
21813.0,xaler,Chance 'xaler' Palmer,United States
22267.0,mds,John 'mds' Marin,United States
22552.0,sandman,Justin 'Sandman' Saulle,United States
23188.0,darkpsy,Igor 'darkpsy' Zaniboni,Brazil
16899.0,nguyen,Anhduy 'nguyen' Nguyen,United States
21492.0,marro,Bryan 'Marro' Valles Valenzuela,Mexico
18424.0,atomik,Devin 'AtomiK' Ferrell,United States
20516.0,talen,Talen 'Talen' M.,United States
19028.0,vulcan,Andrew 'VulcaN' Dominguez,United States
21780.0,next1me,Kacper 'next1me' Parakowski,Poland
12086.0,hughmungus,Hugh 'HUGHMUNGUS' Anderson,Australia
17916.0,solgoat,Max 'SolGoat' Wallace,United States
22137.0,corn,Tommy 'corn' Eckhart,United States
18500.0,ticx,Connor 'TiCx' Hartman,United States
20390.0,mellow,Muhammad 'Mellow' Ali,United States
21056.0,izik,Isaac 'Izik' Zeigler,United States
21589.0,joshyy,Josh 'Joshyy' Reynolds,United States
21881.0,chante,Austin 'chante' Ganster,United States
23136.0,zucar,Eric 'Zucar' Zuccaro,United States
23137.0,dvrk,Andrew 'dvrk' Brunken,United States
23138.0,sasha,Alexander 'sasha' Burke,United States
23159.0,taben,Nikita 'TABEN' Holovachov,Ukraine
23160.0,rulik,Ruslan 'Rulik' Tkhoryk,Ukraine
23163.0,dantemoren,Liubomyr 'dantemoren' Koval,Ukraine
23161.0,horizon,Andrey 'HorizoN' Charykov,Russia
23398.0,night666lade,Dmitrii 'NIGHT666LADE' Botirov,Russia
22349.0,locke,Xavier 'Locke' Barth,United States
20278.0,short,Paulo 'short' Ballardini,Brazil
22935.0,uulis,Maria 'uulis' Vasilkova,Russia
18229.0,jammie,Dzhamilya 'Jammie' Alagozova,Kyrgyzstan
23053.0,moraltis,Mirte 'Moraltis' Horemans,Belgium
22604.0,xia,Lea 'xia' Vagová,Slovakia
22025.0,quiet,Lidia 'quiet' Álvarez Cots,Spain
317.0,pashabiceps,Jarosław 'pashaBiceps' Jarząbkowski,Poland
7167.0,kennys,Kenny 'kennyS' Schrub,France
21715.0,flayy,Alan 'Flayy' Krupa,Poland
21114.0,v1w,Qendrim 'v1w' Hajrizi,Kosovo
20208.0,deb0,Arlind 'deb0' Sadiku,Kosovo
22203.0,krabeni,Aulon 'krabeni' Fazlija,Kosovo
12777.0,gejmzilla,Atif 'gejmzilla' Mustafa,Kosovo
23431.0,wolfy,Vaibhav 'WolFy' Jain,India
23432.0,destroyer,Akshad 'DestroyeR' Satkar,India
23434.0,morph,Aniket 'Morph' Patanwal,India
23433.0,thunder,Sahitya 'Thunder' Birla,India
23435.0,fujin,Tushar 'Fujin' Sharma,India
8151.0,acilion,Asger 'AcilioN' Larsen,Denmark
23268.0,kdan,Bogdan 'kdaN' Krkić,Serbia
23338.0,beccie,Lukas 'Beccie' Bauder Balcells,Denmark
9255.0,draken,William 'draken' Sundin,Sweden
7356.0,michu,Michał 'MICHU' Müller,Poland
21067.0,xicoz,Zoran 'xicoz' Markovski,North Macedonia
21465.0,darber,Filip 'darber' Böhm,Czech Republic
21883.0,djf,Dylan 'DJF' Ferreira,United States
21373.0,agr,Paulo 'agR' Costa,Brazil
20882.0,kamion,Jurus 'Kamion' Zsolt,Hungary
8321.0,oskarish,Oskar 'oskarish' Stenborowski,Poland
20201.0,fpsss,Dmitriy 'FpSSS' Sofronov,Russia
16946.0,polt,Vadim 'Polt' Tsyrov,Russia
19270.0,k4sl,Tamerlan 'k4sl-' Geraev,Russia
20387.0,xant3r,Kirill 'Xant3r' Kononov,Russia
21630.0,pipw,Artem 'Pipw' Ivankin,Russia
16352.0,jaro,Jolene 'jaro' Aro,United States
20453.0,andrea,Andrea 'Andrea' Bracewell,United States
21667.0,magnojez,Kirill 'Magnojez' Rodnov,Russia
20621.0,nitzie,Nikita 'nitzie' Prokhorov,Russia
21385.0,mizu,Dmitry 'mizu' Kondratev,Russia
21388.0,swiftsteel,Nurgun 'swiftsteel' Avvakumov,Russia
21446.0,case,Aleksandr 'casE' Kornilov,Russia
21686.0,anttzz,Dmitriy 'anttzz' Kirillin,Russia
11089.0,bullet-girl,Julia 'bullet girl' Kurzyńska,Poland
12920.0,nessa,Vanessa 'Nessa' Ahlström,Sweden
1638.0,hellrose,Ivelina 'HellRose' Danova,Bulgaria
23427.0,stfn1,Stefani 'stfn1' Plamenova,Bulgaria
742.0,cekka,Server 'CEKKA' Kerimov,Uzbekistan
22639.0,urururkin,Yan 'uRuRuRkiN' Inyaev,Uzbekistan
23228.0,hawachi,Hamraliev 'hawachi' Hojiakbar,Uzbekistan
23229.0,beastofeast,Zokir 'BEASTOFEAST' Shermatov,Uzbekistan
16871.0,gospadarov,Kirill 'Gospadarov' Gospadarov,Russia
22040.0,z1nny,Pavel 'z1Nny' Prokopiev,Russia
20197.0,faydett,Yuri 'faydett' Martirosov,Russia
22038.0,rexxie,Danila 'rexxie' Tikhomirov,Russia
23193.0,vilby,Vitaly 'VILBy' Zakharyuta,Russia
23416.0,craze,Sarath 'CraZe' D,India
23417.0,ibee,Karthik 'Ibee' S,India
23418.0,crush,Venkatesh 'Crush' P,India
23419.0,ravana,Abhishek 'Ravana' R,India
23420.0,discountkiller,Mani 'DiscountKiLleR' J,India
23423.0,champ,Anirudh 'ChAmP' Aurange,India
23425.0,l0ngbarrel,Saagnik 'L0ngBarrel ' Sarbadhikari,India
23424.0,robben,Aryan 'Robben' Rai,India
23421.0,reapermonstaa,Rithik 'ReApErMonstaa' Rai,India
18048.0,m4tthi,Mateusz 'm4tthi' Szambelan,Poland
5386.0,byali,Paweł 'byali' Bieliński,Poland
8327.0,furlan,Damian 'Furlan' Kislowski,Poland
11891.0,phr,Tomasz 'phr' Wójcik,Poland
16393.0,lipton,Daniel 'Lipton' Paul,Poland
21736.0,josi,Josiane 'josi' Izidorio,Brazil
17291.0,le,Letícia 'Le' Lima,Brazil
9241.0,camyy,Camila 'cAmyy' Natale,Brazil
20573.0,andrew,Andrew 'Andrew' Burrell,United States
18090.0,micro,Jack 'micro' Ryan,United States
21650.0,marat2k,Kyryl 'marat2k' Samsoniuk,Ukraine
23046.0,jambo,Dmytro 'jambo' Semera,Ukraine
23415.0,zerrofix,Eduard 'zeRRoFIX' Petrovskyi,Ukraine
23413.0,s-chilla,Vsevolod 's-chilla' Shchurov,Ukraine
23414.0,jackasmo,Nikita 'jackasmo' Skyba,Ukraine
19283.0,panix,Max 'PANIX' Hangebruch,Germany
19310.0,lnz,Linus 'LNZ' Holtäng,Sweden
22047.0,yxngstxr,Simon 'Yxngstxr' Boije,Sweden
7910.0,fejtz,Kristjan 'fejtZ' Allsaar,Estonia
18802.0,wahtzz,Rene 'Wahtzz' Vahu,Estonia
20052.0,eku,Egerti 'eku' Kiisk,Estonia
20926.0,andu,Andreas 'aNdu' Maasing,Estonia
14081.0,them4n,Shaun 'TheM4N' Deyzel,South Africa
17397.0,dyvo,Dylan 'dyvo' Vorster,South Africa
19546.0,ruben,Ruben 'Ruben' Enslin,South Africa
23014.0,natural,Logan 'Natural' Shelver,South Africa
23174.0,dizzy,Drian 'dizzy' Barnard,South Africa
22680.0,polbandana,Zahar 'Polbandana' Siledchyk,Ukraine
22962.0,fanse,Petro 'Fanse' Lavruk,Ukraine
14561.0,18ym,YuChao '18yM' Liu,China
5187.0,captainmo,Ke 'captainMo' Liu,China
12958.0,ae,Yue 'AE' Yu,China
11574.0,xiaosage,Peng 'xiaosaGe' Song,China
8605.0,somebody,HaoWen 'somebody' Xu,China
9245.0,tsogoo,Tsog 'Tsogoo' Mashbat,Mongolia
15072.0,nin9,Yesuntumur 'nin9' Gantulga,Mongolia
15861.0,rate,Boldbaatar 'rate' Tengis,Mongolia
19957.0,bart4k,Baatarkhuu 'Bart4k' Batbold,Mongolia
20903.0,senzu,Munkhbold 'Senzu' Azbayar,Mongolia
13950.0,izr,Munh-Undrah 'IZR' Hosbayr,Mongolia
21827.0,imagine,Tushig 'IMAGINE' Boldbaatar,Mongolia
21828.0,flame,Sergelen 'flame' Baldansaruul,Mongolia
18150.0,clouden,Gereltod 'clouden' Jargal,Mongolia
22281.0,hihi,Munkhjargal 'HiHi' Ganbaatar,Mongolia
8951.0,roseau,Baskoro 'roseau' Dwi Putra,Indonesia
993.0,bali,Andrew 'bali' Joseph,Indonesia
21996.0,marsya,Muhammad 'Marsya' Sulaiman,Indonesia
22161.0,sandman777,Daniel 'Sandman777' Adimasta,Indonesia
23363.0,neorah,Achmad 'neorah' Rismana Handachnie,Indonesia
16778.0,b1ngo,XueBing 'B1NGO' Dai,China
16558.0,ruben,Cai 'rubeN' XiaoHan,China
22159.0,wenzy,Gan 'Wenzy' Jin,China
22988.0,k1ra,Zhihao 'K1ra' Huang,China
23231.0,hina,JianXiang 'HiNa' Ma,China
17959.0,nope,Adem 'nope' Ismail,Australia
22317.0,kragz,Ryan 'kragz' Kragz,Solomon Islands
23404.0,poqq,Rhys 'poqq' Kouvchinov,Australia
23405.0,pufnstuf,Kalem 'pufnstuf' Ford,Australia
17231.0,rackem,Carlos 'Rackem' Jefferys,Australia
23407.0,scrub-bricks,Rhys 'Scrub-Bricks' Brockman,United States
23411.0,jrose,Jamie 'jrose' Laird,United States
23412.0,neight,Nathaniel 'neight' Bell ,United States
23410.0,coolcoms,Connor 'CoolComs' Barnes,United Kingdom
22794.0,drop,Evindar 'Drop' Isik,Turkey
15001.0,swifty,Hector 'swifty-' Borbon,United States
21663.0,garfield,Otto 'garfield' Netteberg,United States
21980.0,supa,Illya 'supa' Filanchuk,Ukraine
22653.0,xam,Maxwell 'xam' Power,United States
23371.0,sry, 'sry' ,United States
23406.0,alheeti, 'Alheeti' ,United States
23408.0,dark-k1ng, 'DARK-K1NG' ,United States
23409.0,3boood, '3BoOoD' ,United States
23366.0,jlmud,Hamza 'JLMUD' M. A. Ghaith,Palestine
20629.0,cojomo,Collin 'CoJoMo' Moren,United States
9221.0,reversive,Roberto 'reversive' Themtham,Argentina
9298.0,truth,Erik 'truth' Hansen Dyrnes,Norway
16462.0,grus,Sander 'Grus' Iversen,Norway
22674.0,cmtry,Nikita 'cmtry' Samolyotov,Ukraine
21707.0,unbr0ken,Mark 'UNBR0KEN' Varakuta,Ukraine
23151.0,nikitea,Nikita 'nikitea' Chakhovskiy,Ukraine
20584.0,dem0n,Dmytro 'Dem0N' Myroshnychenko,Ukraine
21198.0,froz1k,Adam 'froz1k' Nagornyi,Ukraine
23346.0,vision,Ethan 'vision ' Holst,Australia
16968.0,mega2f,Cody 'mega2f' Atkinson,Australia
9144.0,cookie,Adam 'cookie' Cook,New Zealand
20146.0,caily,Cailan 'Caily' Lovegrove,Australia
20147.0,sector,Zachariah 'Sector' Jones,Australia
20650.0,oily,Oliver 'Oily' Wilson Holland,Australia
20048.0,supa,Jesse 'supa' Radojevic,Australia
16281.0,swede,Dalton 'swede' Vinar,Australia
20554.0,kayoh,Kaylyn 'kayoh' Tran,Australia
20937.0,nauh,Cody 'nauh' Huang,Australia
21571.0,leakz,Jamie 'leakz' Bugge West Jensen,Denmark
21416.0,pugg,Spencer 'Pugg' Moore,United States
20392.0,landmaz,Landon 'landmaz' Lawrence,United States
20793.0,austin,Austin 'Austin' Meadows,United States
17437.0,louie,Nolan 'Louie' Herges,United States
23199.0,mason,Mason 'mason' Watkins,United States
23403.0,heavn,Billy 'heavn' L,United States
12027.0,krad,Vladislav 'Krad' Kravchenko,Russia
19812.0,chill,Artem 'Chill' Mankevich,Belarus
19509.0,dav1g,David 'dav1g' Granado Bermudo,Spain
14171.0,rage,Dmitry 'rAge' Bolotov,Ukraine
21226.0,rugo,Lorenzo 'RUGO' Rugo,Argentina
14990.0,keen,Kristers 'keen' Dārznieks,Latvia
11358.0,0i,ZhiWei '0i' Liu,China
23277.0,niko,Zuobin 'Niko' Yu,China
20807.0,rage,Hao 'rage' Yu,China
23400.0,rainbow,Yangtao 'Rainbow' Du,China
23399.0,dali,Xianlin 'DaLi' Zhang,China
13968.0,lexor,Enkhgerel 'Lexor' Temuulen,Mongolia
23342.0,helix,James 'helix' Sawyer,Australia
22462.0,rzar,Michael 'rzar' Kouvchinov,Russia
21091.0,pol0,Marco 'Pol0' Hernandez,United States
22859.0,jqt,Jimmy 'JQT' Tran,United States
18749.0,sausol,Pere 'sausol' Solsona Saumell,Spain
