MatchID,MapID,MapName
2366652/cloud9-vs-spirit-res-eastern-european-masters-fall-2023-blast-premier-qualifier,163010,Mirage
2366722/fluxo-vs-the-union-cbcs-2023-season-2,162993,Vertigo
2366722/fluxo-vs-the-union-cbcs-2023-season-2,163000,Nuke
2366722/fluxo-vs-the-union-cbcs-2023-season-2,163005,Mirage
2366720/meta-vs-bestia-cbcs-2023-season-2,162998,Nuke
2366720/meta-vs-bestia-cbcs-2023-season-2,162999,Inferno
2366759/sprout-vs-falcons-cct-north-europe-series-8,162979,Anubis
2366759/sprout-vs-falcons-cct-north-europe-series-8,162986,Overpass
2366759/sprout-vs-falcons-cct-north-europe-series-8,162996,Ancient
2366113/5yclone-vs-9z-esl-pro-league-season-18,162980,Overpass
2366113/5yclone-vs-9z-esl-pro-league-season-18,162989,Inferno
2366113/5yclone-vs-9z-esl-pro-league-season-18,162995,Nuke
2366818/oddik-vs-o-plano-cct-south-america-series-11,162987,Nuke
2366818/oddik-vs-o-plano-cct-south-america-series-11,162994,Vertigo
2366651/spirit-vs-bad-news-eagles-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162970,Mirage
2366651/spirit-vs-bad-news-eagles-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162982,Ancient
2366651/spirit-vs-bad-news-eagles-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162991,Vertigo
2366810/forze-vs-sampi-cct-east-europe-series-2,162976,Mirage
2366810/forze-vs-sampi-cct-east-europe-series-2,162981,Ancient
2366810/forze-vs-sampi-cct-east-europe-series-2,162990,Inferno
2366665/victory-zigzag-vs-416olsk-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162978,Ancient
2366665/victory-zigzag-vs-416olsk-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162985,Mirage
2366827/nip-impact-vs-shinigami-esl-impact-summer-2023-cash-cup-6-europe,162962,Mirage
2366827/nip-impact-vs-shinigami-esl-impact-summer-2023-cash-cup-6-europe,162967,Vertigo
2366827/nip-impact-vs-shinigami-esl-impact-summer-2023-cash-cup-6-europe,162973,Overpass
2366487/into-the-breach-vs-saw-thunderpick-world-championship-2023-europe-series-2,162965,Inferno
2366487/into-the-breach-vs-saw-thunderpick-world-championship-2023-europe-series-2,162972,Vertigo
2366112/natus-vincere-vs-faze-esl-pro-league-season-18,162960,Anubis
2366112/natus-vincere-vs-faze-esl-pro-league-season-18,162971,Nuke
2366758/9-pandas-vs-aurora-young-blud-cct-north-europe-series-8,162963,Mirage
2366758/9-pandas-vs-aurora-young-blud-cct-north-europe-series-8,162969,Overpass
2366664/jano-vs-416olsk-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162959,Ancient
2366664/jano-vs-416olsk-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162968,Inferno
2366809/500-vs-anonymo-cct-east-europe-series-2,162958,Nuke
2366809/500-vs-anonymo-cct-east-europe-series-2,162966,Inferno
2366650/eternal-fire-vs-cloud9-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162947,Anubis
2366650/eternal-fire-vs-cloud9-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162954,Mirage
2366650/eternal-fire-vs-cloud9-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162961,Inferno
2366663/victory-zigzag-vs-ecstatic-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162941,Anubis
2366663/victory-zigzag-vs-ecstatic-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162950,Inferno
2366663/victory-zigzag-vs-ecstatic-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162957,Overpass
2366488/mibr-vs-spirit-thunderpick-world-championship-2023-europe-series-2,162948,Nuke
2366488/mibr-vs-spirit-thunderpick-world-championship-2023-europe-series-2,162956,Anubis
2366757/alternate-attax-vs-pge-turow-cct-north-europe-series-8,162949,Anubis
2366757/alternate-attax-vs-pge-turow-cct-north-europe-series-8,162955,Ancient
2366808/los-kogutos-vs-tsm-cct-east-europe-series-2,162944,Vertigo
2366808/los-kogutos-vs-tsm-cct-east-europe-series-2,162951,Nuke
2366111/9z-vs-apeks-esl-pro-league-season-18,162945,Overpass
2366111/9z-vs-apeks-esl-pro-league-season-18,162952,Mirage
2366756/pompa-vs-anonymo-cct-north-europe-series-8,162935,Vertigo
2366756/pompa-vs-anonymo-cct-north-europe-series-8,162938,Inferno
2366756/pompa-vs-anonymo-cct-north-europe-series-8,162943,Mirage
2366607/entropiq-vs-singularity-european-pro-league-season-10,162934,Anubis
2366607/entropiq-vs-singularity-european-pro-league-season-10,162937,Ancient
2366607/entropiq-vs-singularity-european-pro-league-season-10,162942,Mirage
2366586/looking-for-org-vs-vertex-cct-oceania-series-1,162932,Inferno
2366586/looking-for-org-vs-vertex-cct-oceania-series-1,162933,Vertigo
2366586/looking-for-org-vs-vertex-cct-oceania-series-1,162936,Mirage
2366586/looking-for-org-vs-vertex-cct-oceania-series-1,162939,Nuke
2366719/w7m-vs-pain-cbcs-2023-season-2,162920,Nuke
2366719/w7m-vs-pain-cbcs-2023-season-2,162922,Anubis
2366719/w7m-vs-pain-cbcs-2023-season-2,162930,Inferno
2366831/limitless-vs-wildcard-esea-summer-2023-cash-cup-1-north-america,162928,Ancient
2366828/party-astronauts-vs-fluffy-aimers-esea-summer-2023-cash-cup-1-north-america,162927,Nuke
2366836/nouns-vs-badass-esea-summer-2023-cash-cup-1-north-america,162926,Mirage
2366830/forsaken-vs-evil-geniuses-esea-summer-2023-cash-cup-1-north-america,162925,Inferno
2366717/corinthians-vs-case-cbcs-2023-season-2,162917,Mirage
2366717/corinthians-vs-case-cbcs-2023-season-2,162921,Overpass
2366717/corinthians-vs-case-cbcs-2023-season-2,162924,Nuke
2366742/the-union-vs-uno-mille-cct-south-america-series-11,162914,Vertigo
2366742/the-union-vs-uno-mille-cct-south-america-series-11,162919,Ancient
2366718/mibr-academy-vs-oddik-cbcs-2023-season-2,162906,Nuke
2366718/mibr-academy-vs-oddik-cbcs-2023-season-2,162915,Overpass
2366110/5yclone-vs-imperial-esl-pro-league-season-18,162899,Nuke
2366110/5yclone-vs-imperial-esl-pro-league-season-18,162903,Anubis
2366110/5yclone-vs-imperial-esl-pro-league-season-18,162912,Overpass
2366741/case-vs-solid-cct-south-america-series-11,162901,Nuke
2366741/case-vs-solid-cct-south-america-series-11,162908,Vertigo
2366716/uno-mille-vs-intense-cbcs-2023-season-2,162900,Inferno
2366716/uno-mille-vs-intense-cbcs-2023-season-2,162904,Ancient
2366754/preasy-vs-pompa-cct-east-europe-series-2,162898,Nuke
2366754/preasy-vs-pompa-cct-east-europe-series-2,162902,Ancient
2366485/mibr-vs-endpoint-thunderpick-world-championship-2023-europe-series-2,162886,Anubis
2366485/mibr-vs-endpoint-thunderpick-world-championship-2023-europe-series-2,162891,Vertigo
2366485/mibr-vs-endpoint-thunderpick-world-championship-2023-europe-series-2,162897,Mirage
2366109/fnatic-vs-apeks-esl-pro-league-season-18,162884,Vertigo
2366109/fnatic-vs-apeks-esl-pro-league-season-18,162890,Inferno
2366109/fnatic-vs-apeks-esl-pro-league-season-18,162896,Ancient
2366740/o-plano-vs-mibr-academy-cct-south-america-series-11,162889,Vertigo
2366740/o-plano-vs-mibr-academy-cct-south-america-series-11,162895,Overpass
2366662/preasy-vs-ecstatic-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162894,Overpass
2366753/alternate-attax-vs-sprout-cct-east-europe-series-2,162888,Anubis
2366753/alternate-attax-vs-sprout-cct-east-europe-series-2,162893,Inferno
2366649/cloud9-vs-1win-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162892,Inferno
2366648/1win-vs-zero-tenacity-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162887,Inferno
2366661/ecstatic-vs-havu-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162885,Nuke
2366647/cloud9-vs-bad-news-eagles-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162883,Inferno
2366752/9-pandas-vs-tsm-cct-east-europe-series-2,162877,Inferno
2366752/9-pandas-vs-tsm-cct-east-europe-series-2,162882,Ancient
2366739/corinthians-vs-oddik-cct-south-america-series-11,162876,Overpass
2366739/corinthians-vs-oddik-cct-south-america-series-11,162879,Nuke
2366660/jano-vs-preasy-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162880,Inferno
2366646/bad-news-eagles-vs-zero-tenacity-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162878,Mirage
2366108/m80-vs-9z-esl-pro-league-season-18,162870,Nuke
2366108/m80-vs-9z-esl-pro-league-season-18,162875,Inferno
2366605/sprout-vs-singularity-european-pro-league-season-10,162867,Ancient
2366605/sprout-vs-singularity-european-pro-league-season-10,162874,Overpass
2366659/preasy-vs-havu-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162873,Ancient
2366645/cloud9-vs-1win-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162872,Inferno
2366751/forze-vs-arcred-cct-east-europe-series-2,162864,Ancient
2366751/forze-vs-arcred-cct-east-europe-series-2,162866,Inferno
2366658/ecstatic-vs-jano-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162865,Ancient
2366585/vertex-vs-sunday-school-cct-oceania-series-1,162861,Mirage
2366585/vertex-vs-sunday-school-cct-oceania-series-1,162863,Vertigo
2366606/entropiq-vs-espionage-european-pro-league-season-10,162860,Nuke
2366606/entropiq-vs-espionage-european-pro-league-season-10,162862,Anubis
2366584/sunday-school-vs-stirlzs-angels-cct-oceania-series-1,162858,Mirage
2366584/sunday-school-vs-stirlzs-angels-cct-oceania-series-1,162859,Overpass
2366714/filhos-de-d10s-vs-oddik-cbcs-2023-season-2,162853,Inferno
2366714/filhos-de-d10s-vs-oddik-cbcs-2023-season-2,162855,Nuke
2366714/filhos-de-d10s-vs-oddik-cbcs-2023-season-2,162857,Anubis
2366715/o-plano-vs-pain-cbcs-2023-season-2,162851,Vertigo
2366715/o-plano-vs-pain-cbcs-2023-season-2,162854,Nuke
2366715/o-plano-vs-pain-cbcs-2023-season-2,162856,Inferno
2366713/the-union-vs-mibr-academy-cbcs-2023-season-2,162842,Anubis
2366713/the-union-vs-mibr-academy-cbcs-2023-season-2,162846,Vertigo
2366713/the-union-vs-mibr-academy-cbcs-2023-season-2,162848,Nuke
2366712/fluxo-vs-w7m-cbcs-2023-season-2,162841,Mirage
2366712/fluxo-vs-w7m-cbcs-2023-season-2,162845,Ancient
2366737/bebold-vs-windingo-cct-south-america-series-11,162836,Ancient
2366737/bebold-vs-windingo-cct-south-america-series-11,162843,Mirage
2366106/apeks-vs-imperial-esl-pro-league-season-18,162831,Overpass
2366106/apeks-vs-imperial-esl-pro-league-season-18,162840,Ancient
2366750/betboom-vs-anonymo-cct-east-europe-series-2,162832,Nuke
2366750/betboom-vs-anonymo-cct-east-europe-series-2,162839,Overpass
2366736/boca-juniors-vs-intense-cct-south-america-series-11,162825,Ancient
2366736/boca-juniors-vs-intense-cct-south-america-series-11,162830,Inferno
2366749/los-kogutos-vs-falcons-cct-east-europe-series-2,162823,Nuke
2366749/los-kogutos-vs-falcons-cct-east-europe-series-2,162829,Anubis
2366657/mouz-vs-416olsk-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162828,Ancient
2366744/thunderflash-vs-aurora-young-blud-cct-north-europe-series-8-closed-qualifier,162822,Anubis
2366744/thunderflash-vs-aurora-young-blud-cct-north-europe-series-8-closed-qualifier,162827,Inferno
2366644/spirit-vs-monte-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162826,Mirage
2366107/5yclone-vs-fnatic-esl-pro-league-season-18,162819,Inferno
2366107/5yclone-vs-fnatic-esl-pro-league-season-18,162824,Vertigo
2366643/monte-vs-redpack-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162821,Ancient
2366642/spirit-vs-eternal-fire-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162818,Anubis
2366655/mouz-vs-victory-zigzag-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162815,Overpass
2366583/stirlzs-angels-vs-vantage-cct-oceania-series-1,162803,Anubis
2366583/stirlzs-angels-vs-vantage-cct-oceania-series-1,162809,Inferno
2366583/stirlzs-angels-vs-vantage-cct-oceania-series-1,162817,Ancient
2366748/500-vs-benched-cct-east-europe-series-2,162808,Ancient
2366748/500-vs-benched-cct-east-europe-series-2,162814,Inferno
2366735/lrv-vs-furia-academy-cct-south-america-series-11,162811,Inferno
2366735/lrv-vs-furia-academy-cct-south-america-series-11,162813,Mirage
2366641/eternal-fire-vs-redpack-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162810,Overpass
2366654/416olsk-vs-victory-zigzag-pelaajat-nordic-masters-fall-2023-blast-premier-qualifier,162807,Ancient
2366604/preasy-vs-espionage-european-pro-league-season-10,162802,Mirage
2366604/preasy-vs-espionage-european-pro-league-season-10,162805,Ancient
2366640/monte-vs-spirit-res-eastern-european-masters-fall-2023-blast-premier-qualifier,162804,Mirage
2366581/vertex-vs-looking-for-org-cct-oceania-series-1,162795,Inferno
2366581/vertex-vs-looking-for-org-cct-oceania-series-1,162801,Vertigo
2366747/sampi-vs-shapito-cct-east-europe-series-2,162793,Mirage
2366747/sampi-vs-shapito-cct-east-europe-series-2,162799,Inferno
2366603/entropiq-vs-500-european-pro-league-season-10,162792,Inferno
2366603/entropiq-vs-500-european-pro-league-season-10,162796,Mirage
2366708/bestia-vs-corinthians-cbcs-2023-season-2,162782,Anubis
2366708/bestia-vs-corinthians-cbcs-2023-season-2,162788,Inferno
2366708/bestia-vs-corinthians-cbcs-2023-season-2,162790,Overpass
2366710/intense-vs-lrv-cbcs-2023-season-2,162776,Inferno
2366710/intense-vs-lrv-cbcs-2023-season-2,162779,Overpass
2366710/intense-vs-lrv-cbcs-2023-season-2,162784,Nuke
2366709/uno-mille-vs-meta-cbcs-2023-season-2,162769,Ancient
2366709/uno-mille-vs-meta-cbcs-2023-season-2,162774,Mirage
2366709/uno-mille-vs-meta-cbcs-2023-season-2,162778,Nuke
2366691/mibr-academy-vs-solid-cct-south-america-series-11,162773,Anubis
2366691/mibr-academy-vs-solid-cct-south-america-series-11,162777,Vertigo
2366707/oddik-vs-w7m-cbcs-2023-season-2,162751,Overpass
2366707/oddik-vs-w7m-cbcs-2023-season-2,162762,Nuke
2366707/oddik-vs-w7m-cbcs-2023-season-2,162768,Anubis
2366699/alternate-attax-vs-anonymo-cct-east-europe-series-2,162743,Vertigo
2366699/alternate-attax-vs-anonymo-cct-east-europe-series-2,162761,Overpass
2366699/alternate-attax-vs-anonymo-cct-east-europe-series-2,162766,Mirage
2366104/faze-vs-fnatic-esl-pro-league-season-18,162738,Ancient
2366104/faze-vs-fnatic-esl-pro-league-season-18,162756,Inferno
2366104/faze-vs-fnatic-esl-pro-league-season-18,162764,Nuke
2366690/corinthians-vs-the-union-cct-south-america-series-11,162749,Anubis
2366690/corinthians-vs-the-union-cct-south-america-series-11,162763,Vertigo
2366630/sprout-vs-ence-academy-cct-north-europe-series-8-closed-qualifier,162740,Vertigo
2366630/sprout-vs-ence-academy-cct-north-europe-series-8-closed-qualifier,162758,Mirage
2366105/9z-vs-imperial-esl-pro-league-season-18,162739,Nuke
2366105/9z-vs-imperial-esl-pro-league-season-18,162757,Anubis
2366706/pain-vs-mibr-academy-cbcs-2023-season-2,162742,Anubis
2366706/pain-vs-mibr-academy-cbcs-2023-season-2,162755,Mirage
2366670/g2-oya-vs-let-her-cook-esl-impact-league-season-4-europe,162741,Ancient
2366670/g2-oya-vs-let-her-cook-esl-impact-league-season-4-europe,162753,Inferno
2366484/arcred-vs-into-the-breach-thunderpick-world-championship-2023-europe-series-2,162736,Overpass
2366484/arcred-vs-into-the-breach-thunderpick-world-championship-2023-europe-series-2,162744,Inferno
2366629/masonic-vs-aurora-young-blud-cct-north-europe-series-8-closed-qualifier,162733,Overpass
2366629/masonic-vs-aurora-young-blud-cct-north-europe-series-8-closed-qualifier,162735,Ancient
2366689/case-vs-o-plano-cct-south-america-series-11,162731,Mirage
2366689/case-vs-o-plano-cct-south-america-series-11,162734,Overpass
2366698/preasy-vs-tsm-cct-east-europe-series-2,162729,Nuke
2366698/preasy-vs-tsm-cct-east-europe-series-2,162732,Inferno
2366103/apeks-vs-natus-vincere-esl-pro-league-season-18,162726,Anubis
2366103/apeks-vs-natus-vincere-esl-pro-league-season-18,162730,Inferno
2366483/og-vs-saw-thunderpick-world-championship-2023-europe-series-2,162725,Nuke
2366483/og-vs-saw-thunderpick-world-championship-2023-europe-series-2,162728,Ancient
2366688/oddik-vs-uno-mille-cct-south-america-series-11,162719,Ancient
2366688/oddik-vs-uno-mille-cct-south-america-series-11,162724,Vertigo
2366697/betboom-vs-sprout-cct-east-europe-series-2,162718,Overpass
2366697/betboom-vs-sprout-cct-east-europe-series-2,162723,Vertigo
2366602/500-vs-singularity-european-pro-league-season-10,162710,Overpass
2366602/500-vs-singularity-european-pro-league-season-10,162714,Nuke
2366602/500-vs-singularity-european-pro-league-season-10,162721,Ancient
2366683/grayhound-vs-dxa-esl-australia-nz-championship-season-17,162715,Inferno
2366683/grayhound-vs-dxa-esl-australia-nz-championship-season-17,162720,Nuke
2366102/m80-vs-5yclone-esl-pro-league-season-18,162712,Nuke
2366102/m80-vs-5yclone-esl-pro-league-season-18,162716,Anubis
2366627/havu-vs-aurora-young-blud-cct-north-europe-series-8-closed-qualifier,162703,Ancient
2366627/havu-vs-aurora-young-blud-cct-north-europe-series-8-closed-qualifier,162707,Vertigo
2366627/havu-vs-aurora-young-blud-cct-north-europe-series-8-closed-qualifier,162713,Mirage
2366682/rooster-vs-vertex-esl-australia-nz-championship-season-17,162702,Vertigo
2366682/rooster-vs-vertex-esl-australia-nz-championship-season-17,162706,Overpass
2366682/rooster-vs-vertex-esl-australia-nz-championship-season-17,162711,Nuke
2366696/los-kogutos-vs-pompa-cct-east-europe-series-2,162705,Overpass
2366696/los-kogutos-vs-pompa-cct-east-europe-series-2,162709,Nuke
2366601/espionage-vs-sprout-european-pro-league-season-10,162701,Inferno
2366601/espionage-vs-sprout-european-pro-league-season-10,162704,Mirage
2366705/o-plano-vs-the-union-cbcs-2023-season-2,162693,Vertigo
2366705/o-plano-vs-the-union-cbcs-2023-season-2,162694,Mirage
2366705/o-plano-vs-the-union-cbcs-2023-season-2,162699,Inferno
2366610/wildcard-vs-kari-esl-challenger-league-season-46-north-america,162690,Anubis
2366610/wildcard-vs-kari-esl-challenger-league-season-46-north-america,162697,Overpass
2366687/windingo-vs-intense-cct-south-america-series-11,162685,Mirage
2366687/windingo-vs-intense-cct-south-america-series-11,162689,Inferno
2366687/windingo-vs-intense-cct-south-america-series-11,162696,Ancient
2366701/lrv-vs-corinthians-cbcs-2023-season-2,162670,Overpass
2366701/lrv-vs-corinthians-cbcs-2023-season-2,162681,Inferno
2366701/lrv-vs-corinthians-cbcs-2023-season-2,162686,Nuke
2366704/fluxo-vs-filhos-de-d10s-cbcs-2023-season-2,162666,Anubis
2366704/fluxo-vs-filhos-de-d10s-cbcs-2023-season-2,162679,Ancient
2366704/fluxo-vs-filhos-de-d10s-cbcs-2023-season-2,162684,Nuke
2366101/imperial-vs-fnatic-esl-pro-league-season-18,162645,Overpass
2366101/imperial-vs-fnatic-esl-pro-league-season-18,162657,Anubis
2366101/imperial-vs-fnatic-esl-pro-league-season-18,162668,Nuke
2366695/9-pandas-vs-shapito-cct-east-europe-series-2,162661,Anubis
2366695/9-pandas-vs-shapito-cct-east-europe-series-2,162669,Ancient
2366482/9ine-vs-endpoint-thunderpick-world-championship-2023-europe-series-2,162655,Ancient
2366482/9ine-vs-endpoint-thunderpick-world-championship-2023-europe-series-2,162664,Overpass
2366100/faze-vs-9z-esl-pro-league-season-18,162647,Nuke
2366100/faze-vs-9z-esl-pro-league-season-18,162656,Inferno
2366702/case-vs-uno-mille-cbcs-2023-season-2,162643,Ancient
2366702/case-vs-uno-mille-cbcs-2023-season-2,162653,Vertigo
2366700/bestia-vs-intense-cbcs-2023-season-2,162641,Inferno
2366700/bestia-vs-intense-cbcs-2023-season-2,162654,Overpass
2366694/sampi-vs-falcons-cct-east-europe-series-2,162630,Overpass
2366694/sampi-vs-falcons-cct-east-europe-series-2,162639,Mirage
2366694/sampi-vs-falcons-cct-east-europe-series-2,162650,Ancient
2366481/monte-vs-arcred-thunderpick-world-championship-2023-europe-series-2,162633,Mirage
2366481/monte-vs-arcred-thunderpick-world-championship-2023-europe-series-2,162636,Anubis
2366481/monte-vs-arcred-thunderpick-world-championship-2023-europe-series-2,162644,Ancient
2366098/natus-vincere-vs-5yclone-esl-pro-league-season-18,162616,Inferno
2366098/natus-vincere-vs-5yclone-esl-pro-league-season-18,162632,Mirage
2366099/apeks-vs-m80-esl-pro-league-season-18,162624,Inferno
2366099/apeks-vs-m80-esl-pro-league-season-18,162629,Mirage
2366616/aurora-young-blud-vs-masonic-cct-north-europe-series-8-closed-qualifier,162611,Ancient
2366616/aurora-young-blud-vs-masonic-cct-north-europe-series-8-closed-qualifier,162614,Overpass
2366616/aurora-young-blud-vs-masonic-cct-north-europe-series-8-closed-qualifier,162627,Inferno
2366684/bebold-vs-boca-juniors-cct-south-america-series-11,162604,Inferno
2366684/bebold-vs-boca-juniors-cct-south-america-series-11,162612,Ancient
2366684/bebold-vs-boca-juniors-cct-south-america-series-11,162626,Overpass
2366480/mibr-vs-pompa-thunderpick-world-championship-2023-europe-series-2,162605,Inferno
2366480/mibr-vs-pompa-thunderpick-world-championship-2023-europe-series-2,162621,Nuke
2366600/preasy-vs-anonymo-european-pro-league-season-10,162601,Nuke
2366600/preasy-vs-anonymo-european-pro-league-season-10,162609,Inferno
2366600/preasy-vs-anonymo-european-pro-league-season-10,162617,Ancient
2366693/forze-vs-benched-cct-east-europe-series-2,162607,Inferno
2366693/forze-vs-benched-cct-east-europe-series-2,162615,Mirage
2366681/looking-for-org-vs-vantage-esl-australia-nz-championship-season-17,162599,Overpass
2366681/looking-for-org-vs-vantage-esl-australia-nz-championship-season-17,162606,Inferno
2366479/og-vs-tsm-thunderpick-world-championship-2023-europe-series-2,162586,Mirage
2366479/og-vs-tsm-thunderpick-world-championship-2023-europe-series-2,162591,Overpass
2366479/og-vs-tsm-thunderpick-world-championship-2023-europe-series-2,162598,Ancient
2366599/pge-turow-vs-entropiq-european-pro-league-season-10,162587,Inferno
2366599/pge-turow-vs-entropiq-european-pro-league-season-10,162590,Ancient
2366599/pge-turow-vs-entropiq-european-pro-league-season-10,162596,Nuke
2366692/500-vs-arcred-cct-east-europe-series-2,162589,Anubis
2366692/500-vs-arcred-cct-east-europe-series-2,162595,Inferno
2366680/sunday-school-vs-mindfreak-esl-australia-nz-championship-season-17,162588,Nuke
2366680/sunday-school-vs-mindfreak-esl-australia-nz-championship-season-17,162593,Inferno
2366609/bad-news-bears-vs-wildcard-esl-challenger-league-season-46-north-america,162584,Ancient
2366609/bad-news-bears-vs-wildcard-esl-challenger-league-season-46-north-america,162585,Nuke
2366594/falcons-vs-tsm-cct-east-europe-series-2,162574,Ancient
2366594/falcons-vs-tsm-cct-east-europe-series-2,162577,Mirage
2366594/falcons-vs-tsm-cct-east-europe-series-2,162579,Nuke
2366478/spirit-vs-sprout-thunderpick-world-championship-2023-europe-series-2,162572,Mirage
2366478/spirit-vs-sprout-thunderpick-world-championship-2023-europe-series-2,162578,Ancient
2366624/jano-vs-pge-turow-cct-north-europe-series-8-closed-qualifier,162569,Ancient
2366624/jano-vs-pge-turow-cct-north-europe-series-8-closed-qualifier,162570,Mirage
2366624/jano-vs-pge-turow-cct-north-europe-series-8-closed-qualifier,162576,Anubis
2366477/bad-news-eagles-vs-9z-thunderpick-world-championship-2023-europe-series-2,162560,Mirage
2366477/bad-news-eagles-vs-9z-thunderpick-world-championship-2023-europe-series-2,162563,Inferno
2366477/bad-news-eagles-vs-9z-thunderpick-world-championship-2023-europe-series-2,162568,Overpass
2366593/pompa-vs-sampi-cct-east-europe-series-2,162564,Overpass
2366593/pompa-vs-sampi-cct-east-europe-series-2,162567,Mirage
2366637/o-plano-vs-furia-academy-cct-south-america-series-11,162562,Mirage
2366637/o-plano-vs-furia-academy-cct-south-america-series-11,162566,Inferno
2366623/knasigt-vs-zero-tenacity-cct-north-europe-series-8-closed-qualifier,162561,Anubis
2366623/knasigt-vs-zero-tenacity-cct-north-europe-series-8-closed-qualifier,162565,Overpass
2366592/forze-vs-preasy-cct-east-europe-series-2,162550,Inferno
2366592/forze-vs-preasy-cct-east-europe-series-2,162553,Overpass
2366592/forze-vs-preasy-cct-east-europe-series-2,162559,Ancient
2366476/saw-vs-looking4org-thunderpick-world-championship-2023-europe-series-2,162549,Nuke
2366476/saw-vs-looking4org-thunderpick-world-championship-2023-europe-series-2,162555,Inferno
2366598/singularity-vs-anonymo-european-pro-league-season-10,162544,Ancient
2366598/singularity-vs-anonymo-european-pro-league-season-10,162547,Vertigo
2366591/los-kogutos-vs-arcred-cct-east-europe-series-2,162535,Anubis
2366591/los-kogutos-vs-arcred-cct-east-europe-series-2,162541,Nuke
2366591/los-kogutos-vs-arcred-cct-east-europe-series-2,162545,Mirage
2366475/into-the-breach-vs-alternate-attax-thunderpick-world-championship-2023-europe-series-2,162533,Anubis
2366475/into-the-breach-vs-alternate-attax-thunderpick-world-championship-2023-europe-series-2,162539,Inferno
2366475/into-the-breach-vs-alternate-attax-thunderpick-world-championship-2023-europe-series-2,162543,Mirage
2366621/astralis-talent-vs-zero-tenacity-cct-north-europe-series-8-closed-qualifier,162534,Overpass
2366621/astralis-talent-vs-zero-tenacity-cct-north-europe-series-8-closed-qualifier,162536,Anubis
2366621/astralis-talent-vs-zero-tenacity-cct-north-europe-series-8-closed-qualifier,162542,Nuke
2366597/500-vs-preasy-european-pro-league-season-10,162532,Ancient
2366597/500-vs-preasy-european-pro-league-season-10,162537,Inferno
2366635/intense-vs-uno-mille-cct-south-america-series-11,162530,Inferno
2366635/intense-vs-uno-mille-cct-south-america-series-11,162531,Ancient
2366588/sprout-vs-500-cct-east-europe-series-2,162524,Inferno
2366588/sprout-vs-500-cct-east-europe-series-2,162527,Anubis
2366588/sprout-vs-500-cct-east-europe-series-2,162529,Overpass
2366634/windingo-vs-oddik-cct-south-america-series-11,162525,Ancient
2366634/windingo-vs-oddik-cct-south-america-series-11,162526,Anubis
2366620/thunderflash-vs-jano-cct-north-europe-series-8-closed-qualifier,162519,Ancient
2366620/thunderflash-vs-jano-cct-north-europe-series-8-closed-qualifier,162522,Nuke
2366633/boca-juniors-vs-the-union-cct-south-america-series-11,162513,Inferno
2366633/boca-juniors-vs-the-union-cct-south-america-series-11,162517,Anubis
2366633/boca-juniors-vs-the-union-cct-south-america-series-11,162520,Ancient
2366589/betboom-vs-shapito-cct-east-europe-series-2,162515,Ancient
2366589/betboom-vs-shapito-cct-east-europe-series-2,162518,Vertigo
2366614/jano-vs-pge-turow-cct-north-europe-series-8-closed-qualifier,162510,Mirage
2366614/jano-vs-pge-turow-cct-north-europe-series-8-closed-qualifier,162514,Anubis
2366590/anonymo-vs-9-pandas-cct-east-europe-series-2,162507,Overpass
2366590/anonymo-vs-9-pandas-cct-east-europe-series-2,162512,Ancient
2366632/corinthians-vs-bebold-cct-south-america-series-11,162501,Overpass
2366632/corinthians-vs-bebold-cct-south-america-series-11,162508,Nuke
2366596/entropiq-vs-sprout-european-pro-league-season-10,162494,Inferno
2366596/entropiq-vs-sprout-european-pro-league-season-10,162497,Overpass
2366596/entropiq-vs-sprout-european-pro-league-season-10,162503,Ancient
2366611/knasigt-vs-astralis-talent-cct-north-europe-series-8-closed-qualifier,162492,Overpass
